1.465677274211691250e+00,1.415145687434060662e-01
1.479431855292282050e+00,4.027722341158668229e-01
1.493186436372872627e+00,6.640298994883719885e-01
1.505854711709423421e+00,1.349831271091117557e+00
1.514259407090242870e+00,2.449290612866916739e+00
1.526778003556007013e+00,5.490039551507663873e+00
1.532914837258245955e+00,8.937189302950020675e+00
1.536892666642476257e+00,1.301934032439491240e+01
1.539852226133023638e+00,1.645560433978008419e+01
1.544630610689792682e+00,2.460902064661271282e+01
1.546490257266228907e+00,2.868391451068614728e+01
1.549245709205704147e+00,3.533147066294131378e+01
1.551987553975108014e+00,4.219311295765446346e+01
1.554661362894154353e+00,5.012518596465763920e+01
1.557307957473057947e+00,5.848543125657678843e+01
1.559017925178707520e+00,6.491527268768821557e+01
1.562805254181936832e+00,7.199462970354511526e+01
1.564719329438658768e+00,7.521317899778657079e+01
1.569810678907072043e+00,7.844261402808518824e+01
1.573951794332160148e+00,7.995573134003410587e+01
1.580279128415399637e+00,8.040567509706446003e+01
1.587638339562393419e+00,8.128741971769657937e+01
1.594970336369244013e+00,8.259733662324467218e+01
1.600238579048586685e+00,8.304365180158931992e+01
1.605540839653107898e+00,8.295475162378895106e+01
1.610897528937915046e+00,8.200950687615660684e+01
1.615242751914075292e+00,8.031133205123552443e+01
1.623919590696324189e+00,7.712906854385137478e+01
1.628223992162269873e+00,7.607315214630429523e+01
1.631428480714104179e+00,7.565586559744548367e+01
1.636683116223375256e+00,7.631626691824811815e+01
1.640837838818534733e+00,7.761529808773903483e+01
1.644978954243622837e+00,7.912841539968793825e+01
1.648088192604956648e+00,8.020973184803511913e+01
1.650219982582822320e+00,8.000290286294857367e+01
1.652419808411045299e+00,7.872564316557205188e+01
1.654728491599840368e+00,7.573569432853150829e+01
1.658273159403461650e+00,6.996625421822272983e+01
1.660908414673972100e+00,6.183823796219019897e+01
1.662362114009942271e+00,5.563336840959395602e+01
1.665079012300881622e+00,4.622083529881344788e+01
1.668923037846075763e+00,3.574150005442866274e+01
1.675048532239921562e+00,2.270038825791936787e+01
1.679774755978083345e+00,1.500780144417430684e+01
1.684256050654958425e+00,1.116876519467324691e+01
1.690909956819913518e+00,6.480641532711639563e+00
1.698486882688051036e+00,3.937007874015718834e+00
1.707041256939656693e+00,2.681519648753560858e+00
1.718772905402953688e+00,1.436917159548589673e+00
1.731509216589861788e+00,1.052287818861330493e+00
1.742127344968975589e+00,6.604013208026504600e-01
1.756968231793606616e+00,4.971152799448264048e-01
1.770750027214340161e+00,3.302006604013030255e-01
