1.060204212811461488e+00,-6.510783584068207119e-01
1.065786387632689847e+00,-6.329544141820662162e-01
1.072518631513296627e+00,4.223029913947158320e-01
1.075274457372562109e+00,2.498049419749690969e+00
1.077367464700178745e+00,6.544497375238620407e+00
1.079511761557030214e+00,1.547627299033420911e+01
1.081428214543627364e+00,2.440730885260430227e+01
1.082988106668333117e+00,3.192800595305729416e+01
1.084416322790100029e+00,3.775725821800290305e+01
1.085695108841115308e+00,4.020399068834649370e+01
1.087528709511256464e+00,4.124334340817500788e+01
1.089681390233463665e+00,4.012298775395417749e+01
1.091489346138987182e+00,3.871967664397932651e+01
1.093087212242068729e+00,3.900670074027360101e+01
1.094355148584977178e+00,4.041999851339271288e+01
1.095954987362260047e+00,4.089491982736417697e+01
1.097061657589209149e+00,3.779831449981818992e+01
1.097470001148885377e+00,3.329026078121684407e+01
1.098103229567514161e+00,2.850110098892524491e+01
1.098716731244129274e+00,2.183296901986182093e+01
1.099773098278944206e+00,1.394498464154773387e+01
1.100743160817450939e+00,8.687191434301411164e+00
1.102728657401094825e+00,2.493241026383955727e+00
1.105550074677554395e+00,-3.412450193921756636e-02
1.109417502449272286e+00,-5.852403569372484071e-01
1.114769860726045003e+00,-7.557533832151648312e-01
